C28992R100;score
E1134N4892;-0,27
E1143N4892;-0,32
E1144N4892;-0,32
E1145N4892;-0,32
E1150N4892;-0,67
E1151N4892;-0,67
E1152N4892;-0,95
E1153N4892;-0,27
E1154N4892;-0,27
E1170N4892;-0,06
E1171N4892;-0,06
E1172N4892;-0,06
E1173N4892;-0,84
E1174N4892;-8,21
E1175N4892;-17,26
E1176N4892;-22,95
E1177N4892;-16,76
E1178N4892;-7,37
E1179N4892;-0,45
E1199N4892;-3,90
E1200N4892;-9,95
E1201N4892;-11,71
E1202N4892;-30,21
E1203N4892;-45,82
E1204N4892;-54,94
E1205N4892;-41,43
E1206N4892;-22,43
E1207N4892;-6,68
E1208N4892;-6,18
E1209N4892;-9,54
E1210N4892;-10,84
E1211N4892;-11,81
E1212N4892;-8,52
E1213N4892;-4,49
E1214N4892;-1,26
E1216N4892;-0,56
E1217N4892;-1,30
E1218N4892;-1,64
E1219N4892;-2,10
E1220N4892;-1,93
E1221N4892;-1,03
E1222N4892;-0,57
E1223N4892;-3,00
E1224N4892;-10,12
E1225N4892;-20,57
E1226N4892;-30,22
E1227N4892;-31,42
E1228N4892;-24,03
E1229N4892;-11,32
E1230N4892;-3,53
E1231N4892;-0,60
E1233N4892;-4,47
E1234N4892;-10,70
E1235N4892;-15,31
E1236N4892;-15,19
E1237N4892;-9,23
E1238N4892;-0,27
E1243N4892;-0,35
E1244N4892;-0,35
E1245N4892;-0,35
E1246N4892;-1,56
E1247N4892;-5,75
E1248N4892;-11,77
E1249N4892;-11,16
E1250N4892;-9,17
E1251N4892;-2,20
E1255N4892;-0,67
E1256N4892;-1,58
E1257N4892;-2,25
E1258N4892;-1,58
E1259N4892;-0,67
E1260N4892;-1,35
E1261N4892;-3,15
E1262N4892;-3,15
E1263N4892;-3,15
E1264N4892;-1,35
E1131N4893;-0,27
E1132N4893;-0,63
E1133N4893;-0,63
E1134N4893;-0,63
E1135N4893;-1,28
E1136N4893;-1,01
E1137N4893;-1,01
E1140N4893;-0,14
E1141N4893;-0,36
E1142N4893;-1,40
E1143N4893;-1,68
E1144N4893;-1,46
E1145N4893;-0,74
E1146N4893;-0,32
E1149N4893;-0,67
E1150N4893;-1,58
E1151N4893;-1,85
E1152N4893;-2,21
E1153N4893;-1,31
E1154N4893;-0,63
E1155N4893;-0,27
E1169N4893;-0,06
E1170N4893;-0,14
E1171N4893;-0,14
E1172N4893;-0,14
E1173N4893;-0,06
E1174N4893;-6,23
E1175N4893;-14,72
E1176N4893;-14,95
E1177N4893;-14,38
E1178N4893;-5,88
E1184N4893;-2,20
E1185N4893;-2,20
E1186N4893;-2,20
E1199N4893;-3,90
E1200N4893;-9,10
E1201N4893;-20,32
E1202N4893;-41,15
E1203N4893;-56,33
E1204N4893;-57,98
E1205N4893;-44,14
E1206N4893;-20,70
E1207N4893;-5,60
E1208N4893;-5,21
E1209N4893;-6,94
E1210N4893;-9,66
E1211N4893;-8,41
E1212N4893;-6,37
E1213N4893;-3,65
E1214N4893;-0,69
E1216N4893;-0,56
E1217N4893;-1,30
E1218N4893;-2,20
E1219N4893;-2,32
E1220N4893;-1,88
E1221N4893;-1,33
E1222N4893;-0,87
E1223N4893;-3,23
E1224N4893;-9,17
E1225N4893;-21,09
E1226N4893;-37,82
E1227N4893;-40,21
E1228N4893;-35,73
E1229N4893;-20,01
E1230N4893;-4,67
E1231N4893;-0,60
E1233N4893;-3,12
E1234N4893;-13,03
E1235N4893;-21,88
E1236N4893;-19,16
E1237N4893;-13,38
E1238N4893;-4,40
E1242N4893;-0,35
E1243N4893;-0,80
E1244N4893;-0,80
E1245N4893;-1,08
E1246N4893;-2,54
E1247N4893;-9,21
E1248N4893;-16,73
E1249N4893;-17,63
E1250N4893;-13,07
E1251N4893;-4,94
E1254N4893;-0,72
E1255N4893;-10,44
E1256N4893;-12,08
E1257N4893;-11,35
E1258N4893;-2,31
E1259N4893;-0,67
E1261N4893;-1,35
E1262N4893;-1,35
E1263N4893;-1,35
E1131N4894;-0,27
E1132N4894;-0,63
E1133N4894;-0,90
E1134N4894;-1,63
E1135N4894;-2,62
E1136N4894;-2,35
E1137N4894;-2,35
E1138N4894;-1,01
E1139N4894;-0,14
E1140N4894;-0,54
E1141N4894;-2,24
E1142N4894;-3,51
E1143N4894;-3,75
E1144N4894;-2,96
E1145N4894;-1,46
E1146N4894;-0,32
E1149N4894;-0,67
E1150N4894;-1,58
E1151N4894;-2,52
E1152N4894;-2,21
E1153N4894;-1,58
E1154N4894;-0,63
E1155N4894;-0,27
E1169N4894;-0,06
E1170N4894;-0,14
E1171N4894;-0,20
E1172N4894;-0,14
E1173N4894;-0,06
E1175N4894;-6,00
E1176N4894;-6,00
E1177N4894;-6,00
E1181N4894;-0,22
E1182N4894;-0,22
E1183N4894;-2,43
E1184N4894;-5,15
E1185N4894;-5,15
E1186N4894;-5,15
E1187N4894;-2,20
E1199N4894;-4,64
E1200N4894;-9,83
E1201N4894;-19,20
E1202N4894;-35,61
E1203N4894;-51,02
E1204N4894;-44,80
E1205N4894;-31,36
E1206N4894;-8,15
E1207N4894;-1,61
E1208N4894;-3,03
E1209N4894;-2,11
E1210N4894;-3,47
E1211N4894;-2,73
E1212N4894;-2,73
E1213N4894;-0,69
E1216N4894;-0,56
E1217N4894;-1,30
E1218N4894;-1,30
E1219N4894;-1,86
E1220N4894;-1,42
E1221N4894;-1,10
E1222N4894;-0,52
E1223N4894;-0,22
E1224N4894;-5,18
E1225N4894;-15,62
E1226N4894;-31,75
E1227N4894;-42,17
E1228N4894;-36,16
E1229N4894;-22,32
E1230N4894;-7,99
E1231N4894;-1,34
E1233N4894;-3,00
E1234N4894;-11,52
E1235N4894;-17,38
E1236N4894;-23,71
E1237N4894;-15,46
E1238N4894;-6,60
E1242N4894;-0,35
E1243N4894;-0,80
E1244N4894;-1,15
E1245N4894;-1,08
E1246N4894;-2,19
E1247N4894;-9,01
E1248N4894;-15,60
E1249N4894;-17,70
E1250N4894;-12,73
E1251N4894;-5,20
E1252N4894;-0,27
E1253N4894;-0,99
E1254N4894;-12,18
E1255N4894;-25,55
E1256N4894;-27,20
E1257N4894;-24,79
E1258N4894;-11,44
E1259N4894;-0,74
E1131N4895;-0,27
E1132N4895;-0,63
E1133N4895;-0,63
E1134N4895;-1,63
E1135N4895;-2,62
E1136N4895;-3,35
E1137N4895;-2,35
E1138N4895;-1,01
E1139N4895;-0,14
E1140N4895;-1,21
E1141N4895;-3,27
E1142N4895;-4,64
E1143N4895;-5,37
E1144N4895;-3,31
E1145N4895;-1,46
E1146N4895;-0,32
E1149N4895;-0,67
E1150N4895;-1,58
E1151N4895;-1,85
E1152N4895;-2,21
E1153N4895;-1,31
E1154N4895;-0,63
E1155N4895;-0,27
E1169N4895;-0,06
E1170N4895;-0,14
E1171N4895;-0,14
E1172N4895;-0,14
E1173N4895;-0,06
E1174N4895;-0,35
E1175N4895;-0,80
E1176N4895;-0,80
E1177N4895;-0,80
E1178N4895;-0,35
E1180N4895;-0,22
E1181N4895;-0,52
E1182N4895;-0,52
E1183N4895;-2,73
E1184N4895;-5,37
E1185N4895;-7,35
E1186N4895;-5,15
E1187N4895;-2,20
E1194N4895;-2,88
E1195N4895;-2,88
E1196N4895;-2,88
E1198N4895;-0,74
E1199N4895;-1,72
E1200N4895;-5,61
E1201N4895;-14,36
E1202N4895;-27,31
E1203N4895;-30,78
E1204N4895;-27,88
E1205N4895;-15,61
E1206N4895;-2,34
E1207N4895;-0,69
E1208N4895;-0,69
E1217N4895;-0,56
E1218N4895;-0,56
E1219N4895;-0,78
E1220N4895;-0,52
E1221N4895;-0,52
E1222N4895;-0,52
E1223N4895;-0,22
E1224N4895;-0,83
E1225N4895;-8,71
E1226N4895;-22,24
E1227N4895;-32,32
E1228N4895;-32,83
E1229N4895;-20,72
E1230N4895;-6,17
E1231N4895;-0,74
E1234N4895;-7,13
E1235N4895;-15,10
E1236N4895;-18,04
E1237N4895;-15,04
E1238N4895;-9,27
E1239N4895;-2,20
E1242N4895;-0,35
E1243N4895;-0,80
E1244N4895;-0,80
E1245N4895;-1,08
E1246N4895;-1,25
E1247N4895;-4,94
E1248N4895;-10,78
E1249N4895;-10,42
E1250N4895;-9,11
E1251N4895;-3,36
E1252N4895;-0,63
E1253N4895;-2,80
E1254N4895;-14,96
E1255N4895;-28,97
E1256N4895;-38,27
E1257N4895;-27,06
E1258N4895;-11,33
E1259N4895;-0,74
E1132N4896;-0,27
E1133N4896;-0,27
E1134N4896;-1,28
E1135N4896;-2,35
E1136N4896;-2,35
E1137N4896;-2,35
E1138N4896;-1,01
E1139N4896;-0,14
E1140N4896;-1,21
E1141N4896;-3,14
E1142N4896;-4,77
E1143N4896;-4,23
E1144N4896;-2,89
E1145N4896;-1,04
E1150N4896;-0,67
E1151N4896;-0,67
E1152N4896;-0,95
E1153N4896;-0,27
E1154N4896;-0,27
E1170N4896;-0,06
E1171N4896;-0,06
E1172N4896;-0,06
E1174N4896;-0,35
E1175N4896;-0,80
E1176N4896;-1,15
E1177N4896;-0,80
E1178N4896;-0,35
E1180N4896;-0,22
E1181N4896;-0,52
E1182N4896;-0,75
E1183N4896;-2,73
E1184N4896;-5,37
E1185N4896;-5,15
E1186N4896;-5,15
E1187N4896;-2,20
E1193N4896;-2,88
E1194N4896;-6,72
E1195N4896;-6,72
E1196N4896;-6,72
E1197N4896;-2,88
E1198N4896;-0,74
E1199N4896;-1,72
E1200N4896;-2,45
E1201N4896;-4,61
E1202N4896;-13,57
E1203N4896;-14,48
E1204N4896;-14,48
E1205N4896;-4,54
E1216N4896;-0,29
E1217N4896;-0,29
E1218N4896;-0,29
E1220N4896;-0,22
E1221N4896;-0,45
E1222N4896;-0,45
E1223N4896;-0,22
E1224N4896;-1,23
E1225N4896;-3,98
E1226N4896;-16,76
E1227N4896;-24,16
E1228N4896;-24,97
E1229N4896;-16,47
E1230N4896;-7,24
E1231N4896;-0,74
E1235N4896;-6,33
E1236N4896;-9,27
E1237N4896;-11,48
E1238N4896;-5,15
E1239N4896;-2,20
E1243N4896;-0,35
E1244N4896;-0,35
E1245N4896;-0,35
E1246N4896;-0,27
E1247N4896;-0,54
E1248N4896;-3,27
E1249N4896;-3,00
E1250N4896;-3,00
E1251N4896;-0,63
E1252N4896;-0,90
E1253N4896;-2,80
E1254N4896;-14,96
E1255N4896;-29,70
E1256N4896;-29,80
E1257N4896;-26,33
E1258N4896;-11,33
E1259N4896;-0,74
E1135N4897;-1,01
E1136N4897;-1,01
E1137N4897;-1,01
E1140N4897;-0,81
E1141N4897;-1,94
E1142N4897;-2,66
E1143N4897;-2,52
E1144N4897;-1,40
E1174N4897;-0,35
E1175N4897;-0,80
E1176N4897;-0,80
E1177N4897;-0,80
E1178N4897;-0,35
E1180N4897;-0,22
E1181N4897;-0,52
E1182N4897;-0,52
E1183N4897;-0,52
E1184N4897;-2,43
E1185N4897;-2,20
E1186N4897;-2,20
E1193N4897;-2,88
E1194N4897;-6,72
E1195N4897;-9,60
E1196N4897;-7,41
E1197N4897;-3,57
E1198N4897;-1,42
E1199N4897;-1,72
E1200N4897;-1,72
E1201N4897;-1,94
E1202N4897;-4,15
E1203N4897;-3,42
E1204N4897;-3,42
E1205N4897;-0,22
E1215N4897;-0,29
E1216N4897;-0,66
E1217N4897;-0,66
E1218N4897;-0,66
E1219N4897;-0,29
E1220N4897;-0,22
E1221N4897;-0,52
E1222N4897;-0,52
E1223N4897;-0,79
E1224N4897;-1,82
E1225N4897;-4,34
E1226N4897;-9,62
E1227N4897;-19,66
E1228N4897;-21,47
E1229N4897;-16,48
E1230N4897;-5,94
E1235N4897;-2,20
E1236N4897;-5,15
E1237N4897;-5,15
E1238N4897;-5,15
E1239N4897;-2,20
E1244N4897;-0,74
E1245N4897;-0,74
E1246N4897;-0,74
E1250N4897;-0,27
E1251N4897;-0,63
E1252N4897;-0,63
E1253N4897;-2,09
E1254N4897;-4,96
E1255N4897;-14,49
E1256N4897;-15,23
E1257N4897;-12,57
E1258N4897;-1,31
E1141N4898;-0,67
E1142N4898;-0,67
E1143N4898;-0,67
E1150N4898;-0,67
E1151N4898;-0,67
E1152N4898;-0,67
E1175N4898;-0,35
E1176N4898;-0,35
E1177N4898;-0,35
E1181N4898;-0,22
E1182N4898;-0,22
E1183N4898;-0,22
E1193N4898;-2,88
E1194N4898;-6,72
E1195N4898;-7,41
E1196N4898;-8,33
E1197N4898;-4,49
E1198N4898;-1,61
E1199N4898;-1,42
E1200N4898;-0,74
E1201N4898;-0,96
E1202N4898;-0,66
E1203N4898;-0,89
E1204N4898;-0,66
E1205N4898;-0,22
E1215N4898;-0,29
E1216N4898;-0,66
E1217N4898;-0,95
E1218N4898;-0,66
E1219N4898;-0,29
E1220N4898;-0,22
E1221N4898;-0,52
E1222N4898;-0,75
E1223N4898;-0,79
E1224N4898;-0,99
E1225N4898;-3,51
E1226N4898;-10,62
E1227N4898;-19,87
E1228N4898;-21,30
E1229N4898;-18,35
E1230N4898;-9,29
E1231N4898;-2,03
E1236N4898;-2,20
E1237N4898;-2,20
E1238N4898;-2,20
E1243N4898;-0,74
E1244N4898;-3,09
E1245N4898;-3,09
E1246N4898;-3,09
E1247N4898;-0,74
E1251N4898;-0,27
E1252N4898;-0,27
E1253N4898;-0,27
E1254N4898;-1,46
E1255N4898;-2,03
E1256N4898;-2,03
E1257N4898;-0,57
E1149N4899;-0,67
E1150N4899;-1,58
E1151N4899;-1,58
E1152N4899;-1,58
E1153N4899;-0,67
E1194N4899;-2,88
E1195N4899;-3,57
E1196N4899;-4,49
E1197N4899;-2,30
E1198N4899;-1,61
E1199N4899;-0,69
E1201N4899;-0,36
E1202N4899;-0,97
E1203N4899;-0,97
E1204N4899;-0,97
E1205N4899;-0,36
E1215N4899;-0,29
E1216N4899;-0,66
E1217N4899;-0,66
E1218N4899;-0,66
E1219N4899;-0,29
E1220N4899;-0,22
E1221N4899;-0,52
E1222N4899;-0,52
E1223N4899;-0,79
E1224N4899;-0,86
E1225N4899;-1,62
E1226N4899;-8,51
E1227N4899;-16,10
E1228N4899;-20,88
E1229N4899;-16,43
E1230N4899;-7,62
E1231N4899;-2,03
E1242N4899;-1,41
E1243N4899;-9,00
E1244N4899;-14,48
E1245N4899;-18,44
E1246N4899;-14,77
E1247N4899;-9,30
E1248N4899;-2,55
E1149N4900;-0,67
E1150N4900;-1,58
E1151N4900;-2,25
E1152N4900;-1,58
E1153N4900;-0,67
E1195N4900;-0,69
E1196N4900;-1,61
E1197N4900;-1,61
E1198N4900;-1,61
E1199N4900;-0,69
E1201N4900;-0,27
E1202N4900;-0,86
E1203N4900;-0,99
E1204N4900;-0,86
E1205N4900;-0,27
E1206N4900;-0,14
E1207N4900;-0,14
E1208N4900;-0,14
E1216N4900;-0,29
E1217N4900;-0,29
E1218N4900;-0,29
E1221N4900;-0,22
E1222N4900;-0,22
E1223N4900;-0,22
E1224N4900;-0,27
E1225N4900;-2,51
E1226N4900;-8,38
E1227N4900;-14,85
E1228N4900;-17,10
E1229N4900;-13,71
E1230N4900;-8,19
E1231N4900;-2,59
E1232N4900;-0,57
E1241N4900;-1,41
E1242N4900;-13,86
E1243N4900;-29,85
E1244N4900;-41,07
E1245N4900;-45,55
E1246N4900;-34,95
E1247N4900;-22,88
E1248N4900;-10,58
E1249N4900;-2,55
E1149N4901;-0,67
E1150N4901;-1,58
E1151N4901;-1,58
E1152N4901;-1,58
E1153N4901;-0,67
E1196N4901;-0,69
E1197N4901;-0,69
E1198N4901;-0,69
E1201N4901;-0,27
E1202N4901;-0,63
E1203N4901;-0,77
E1204N4901;-0,63
E1205N4901;-0,41
E1206N4901;-0,32
E1207N4901;-0,32
E1208N4901;-0,32
E1209N4901;-0,14
E1215N4901;-0,14
E1216N4901;-0,14
E1217N4901;-0,14
E1225N4901;-2,24
E1226N4901;-5,62
E1227N4901;-10,03
E1228N4901;-10,67
E1229N4901;-8,27
E1230N4901;-3,76
E1231N4901;-1,33
E1232N4901;-1,33
E1233N4901;-0,57
E1241N4901;-7,54
E1242N4901;-26,85
E1243N4901;-45,04
E1244N4901;-60,46
E1245N4901;-58,26
E1246N4901;-44,61
E1247N4901;-26,72
E1248N4901;-11,93
E1249N4901;-2,55
E1113N4902;-0,57
E1114N4902;-0,57
E1115N4902;-0,57
E1150N4902;-0,67
E1151N4902;-0,67
E1152N4902;-0,67
E1201N4902;-0,14
E1202N4902;-0,45
E1203N4902;-0,45
E1204N4902;-0,45
E1205N4902;-0,27
E1206N4902;-0,32
E1207N4902;-0,45
E1208N4902;-0,32
E1209N4902;-0,14
E1212N4902;-0,29
E1213N4902;-0,42
E1214N4902;-0,55
E1215N4902;-0,45
E1216N4902;-0,32
E1217N4902;-0,32
E1218N4902;-0,14
E1223N4902;-2,09
E1224N4902;-2,09
E1225N4902;-3,47
E1226N4902;-4,07
E1227N4902;-4,48
E1228N4902;-4,48
E1229N4902;-2,36
E1230N4902;-1,33
E1231N4902;-1,90
E1232N4902;-1,33
E1233N4902;-0,57
E1240N4902;-1,04
E1241N4902;-10,16
E1242N4902;-29,87
E1243N4902;-50,37
E1244N4902;-59,00
E1245N4902;-54,49
E1246N4902;-38,75
E1247N4902;-22,79
E1248N4902;-14,69
E1249N4902;-5,31
E1250N4902;-2,76
E1112N4903;-0,57
E1113N4903;-1,33
E1114N4903;-1,33
E1115N4903;-1,33
E1116N4903;-0,57
E1202N4903;-0,14
E1203N4903;-0,14
E1204N4903;-0,14
E1205N4903;-0,14
E1206N4903;-0,32
E1207N4903;-0,32
E1208N4903;-0,32
E1209N4903;-0,14
E1211N4903;-0,29
E1212N4903;-3,68
E1213N4903;-3,86
E1214N4903;-3,99
E1215N4903;-0,92
E1216N4903;-0,59
E1217N4903;-0,32
E1218N4903;-0,14
E1222N4903;-2,09
E1223N4903;-4,87
E1224N4903;-4,87
E1225N4903;-4,87
E1226N4903;-4,43
E1227N4903;-2,34
E1228N4903;-2,34
E1229N4903;-0,57
E1230N4903;-1,33
E1231N4903;-1,33
E1232N4903;-1,33
E1233N4903;-0,57
E1235N4903;-0,35
E1236N4903;-0,35
E1237N4903;-0,35
E1239N4903;-0,22
E1240N4903;-1,26
E1241N4903;-8,97
E1242N4903;-23,54
E1243N4903;-34,66
E1244N4903;-36,35
E1245N4903;-31,90
E1246N4903;-17,43
E1247N4903;-13,32
E1248N4903;-11,09
E1249N4903;-7,19
E1250N4903;-7,19
E1251N4903;-2,76
E1258N4903;-1,04
E1259N4903;-1,04
E1260N4903;-1,04
E1112N4904;-0,57
E1113N4904;-1,33
E1114N4904;-1,90
E1115N4904;-1,33
E1116N4904;-0,57
E1206N4904;-0,14
E1207N4904;-0,14
E1208N4904;-0,14
E1211N4904;-3,16
E1212N4904;-7,52
E1213N4904;-7,99
E1214N4904;-7,97
E1215N4904;-3,79
E1216N4904;-0,45
E1217N4904;-0,32
E1218N4904;-0,14
E1222N4904;-2,09
E1223N4904;-4,87
E1224N4904;-6,95
E1225N4904;-5,82
E1226N4904;-4,32
E1227N4904;-2,24
E1228N4904;-2,24
E1229N4904;-0,96
E1230N4904;-0,57
E1231N4904;-0,57
E1232N4904;-0,57
E1234N4904;-0,35
E1235N4904;-0,80
E1236N4904;-0,80
E1237N4904;-0,80
E1238N4904;-0,57
E1239N4904;-0,52
E1240N4904;-1,56
E1241N4904;-4,17
E1242N4904;-10,61
E1243N4904;-14,30
E1244N4904;-13,14
E1245N4904;-6,72
E1246N4904;-1,57
E1247N4904;-4,86
E1248N4904;-8,19
E1249N4904;-10,95
E1250N4904;-8,19
E1251N4904;-3,51
E1257N4904;-1,04
E1258N4904;-2,42
E1259N4904;-2,42
E1260N4904;-2,42
E1261N4904;-1,04
E1112N4905;-0,57
E1113N4905;-1,33
E1114N4905;-1,33
E1115N4905;-1,33
E1116N4905;-0,57
E1208N4905;-0,57
E1209N4905;-0,57
E1210N4905;-0,57
E1211N4905;-3,16
E1212N4905;-7,52
E1213N4905;-10,58
E1214N4905;-7,70
E1215N4905;-3,61
E1216N4905;-0,27
E1217N4905;-0,14
E1222N4905;-2,09
E1223N4905;-4,87
E1224N4905;-4,87
E1225N4905;-5,82
E1226N4905;-4,32
E1227N4905;-3,20
E1228N4905;-2,24
E1229N4905;-0,96
E1234N4905;-0,35
E1235N4905;-0,80
E1236N4905;-1,15
E1237N4905;-0,80
E1238N4905;-0,57
E1239N4905;-0,52
E1240N4905;-0,75
E1241N4905;-1,56
E1242N4905;-2,49
E1243N4905;-2,27
E1244N4905;-1,23
E1247N4905;-3,51
E1248N4905;-8,19
E1249N4905;-8,94
E1250N4905;-8,19
E1251N4905;-3,51
E1257N4905;-1,04
E1258N4905;-2,42
E1259N4905;-3,45
E1260N4905;-2,42
E1261N4905;-1,04
E1113N4906;-0,57
E1114N4906;-0,57
E1115N4906;-0,57
E1207N4906;-0,57
E1208N4906;-1,33
E1209N4906;-1,33
E1210N4906;-1,33
E1211N4906;-3,45
E1212N4906;-7,56
E1213N4906;-7,69
E1214N4906;-7,69
E1215N4906;-3,01
E1223N4906;-2,09
E1224N4906;-2,09
E1225N4906;-3,05
E1226N4906;-2,24
E1227N4906;-2,24
E1228N4906;-2,24
E1229N4906;-0,96
E1234N4906;-0,35
E1235N4906;-0,80
E1236N4906;-0,80
E1237N4906;-0,80
E1238N4906;-0,57
E1239N4906;-0,52
E1240N4906;-0,52
E1241N4906;-0,52
E1242N4906;-0,22
E1247N4906;-0,75
E1248N4906;-4,51
E1249N4906;-4,51
E1250N4906;-4,51
E1251N4906;-0,75
E1257N4906;-1,04
E1258N4906;-2,42
E1259N4906;-2,42
E1260N4906;-2,42
E1261N4906;-1,04
E1151N4907;-0,56
E1152N4907;-0,56
E1153N4907;-0,56
E1207N4907;-0,57
E1208N4907;-1,33
E1209N4907;-1,90
E1210N4907;-1,33
E1211N4907;-1,26
E1212N4907;-4,31
E1213N4907;-4,31
E1214N4907;-4,17
E1215N4907;-0,56
E1226N4907;-0,96
E1227N4907;-0,96
E1228N4907;-0,96
E1229N4907;-0,63
E1230N4907;-0,63
E1231N4907;-0,63
E1235N4907;-0,35
E1236N4907;-0,35
E1237N4907;-0,35
E1239N4907;-0,22
E1240N4907;-0,22
E1241N4907;-0,22
E1248N4907;-0,75
E1249N4907;-0,75
E1250N4907;-0,75
E1258N4907;-1,04
E1259N4907;-1,04
E1260N4907;-1,04
E1150N4908;-0,56
E1151N4908;-1,30
E1152N4908;-1,30
E1153N4908;-1,30
E1154N4908;-0,56
E1189N4908;-0,14
E1190N4908;-0,14
E1191N4908;-0,14
E1207N4908;-0,57
E1208N4908;-1,33
E1209N4908;-1,33
E1210N4908;-1,46
E1211N4908;-1,44
E1212N4908;-1,61
E1213N4908;-2,17
E1214N4908;-1,43
E1215N4908;-0,56
E1228N4908;-0,63
E1229N4908;-1,47
E1230N4908;-1,47
E1231N4908;-1,47
E1232N4908;-0,63
E1150N4909;-0,56
E1151N4909;-1,30
E1152N4909;-1,85
E1153N4909;-1,30
E1154N4909;-0,56
E1188N4909;-0,14
E1189N4909;-0,32
E1190N4909;-0,32
E1191N4909;-0,32
E1192N4909;-0,14
E1208N4909;-0,57
E1209N4909;-0,57
E1210N4909;-0,71
E1211N4909;-0,87
E1212N4909;-1,74
E1213N4909;-1,61
E1214N4909;-1,43
E1215N4909;-0,56
E1228N4909;-0,63
E1229N4909;-1,47
E1230N4909;-2,10
E1231N4909;-1,47
E1232N4909;-0,63
E1150N4910;-0,56
E1151N4910;-1,30
E1152N4910;-1,30
E1153N4910;-1,30
E1154N4910;-0,56
E1188N4910;-0,14
E1189N4910;-0,32
E1190N4910;-0,45
E1191N4910;-0,32
E1192N4910;-0,14
E1208N4910;-0,22
E1209N4910;-0,22
E1210N4910;-0,36
E1211N4910;-0,32
E1212N4910;-3,07
E1213N4910;-3,07
E1214N4910;-2,90
E1228N4910;-0,63
E1229N4910;-9,72
E1230N4910;-9,72
E1231N4910;-9,72
E1232N4910;-0,63
E1151N4911;-0,56
E1152N4911;-0,56
E1153N4911;-0,56
E1188N4911;-0,14
E1189N4911;-0,32
E1190N4911;-0,32
E1191N4911;-0,32
E1192N4911;-0,14
E1207N4911;-0,22
E1208N4911;-0,52
E1209N4911;-0,52
E1210N4911;-0,52
E1211N4911;-2,56
E1212N4911;-5,28
E1213N4911;-5,28
E1214N4911;-5,15
E1215N4911;-2,20
E1228N4911;-8,25
E1229N4911;-19,88
E1230N4911;-19,88
E1231N4911;-19,88
E1232N4911;-8,25
E1189N4912;-0,14
E1190N4912;-0,14
E1191N4912;-0,14
E1207N4912;-0,22
E1208N4912;-0,52
E1209N4912;-0,75
E1210N4912;-0,52
E1211N4912;-2,43
E1212N4912;-5,15
E1213N4912;-7,35
E1214N4912;-5,15
E1215N4912;-2,20
E1228N4912;-8,25
E1229N4912;-19,25
E1230N4912;-27,50
E1231N4912;-19,25
E1232N4912;-8,25
E1207N4913;-0,22
E1208N4913;-0,52
E1209N4913;-0,52
E1210N4913;-0,52
E1211N4913;-2,43
E1212N4913;-5,15
E1213N4913;-5,15
E1214N4913;-5,15
E1215N4913;-2,47
E1216N4913;-0,27
E1217N4913;-0,27
E1228N4913;-8,25
E1229N4913;-19,25
E1230N4913;-19,25
E1231N4913;-19,25
E1232N4913;-8,25
E1208N4914;-0,22
E1209N4914;-0,22
E1210N4914;-0,22
E1212N4914;-2,20
E1213N4914;-2,20
E1214N4914;-2,47
E1215N4914;-0,63
E1216N4914;-0,63
E1217N4914;-0,63
E1218N4914;-0,27
E1229N4914;-8,25
E1230N4914;-8,25
E1231N4914;-8,25
E1208N4915;-3,29
E1209N4915;-3,29
E1210N4915;-3,29
E1214N4915;-0,27
E1215N4915;-0,63
E1216N4915;-0,90
E1217N4915;-0,63
E1218N4915;-0,27
E1207N4916;-3,29
E1208N4916;-7,66
E1209N4916;-7,66
E1210N4916;-7,66
E1211N4916;-4,69
E1212N4916;-2,10
E1213N4916;-2,10
E1214N4916;-0,96
E1215N4916;-0,63
E1216N4916;-0,63
E1217N4916;-0,63
E1218N4916;-0,27
E1232N4916;-1,04
E1233N4916;-1,04
E1234N4916;-1,04
E1303N4916;-0,29
E1304N4916;-0,29
E1305N4916;-0,29
E1207N4917;-3,29
E1208N4917;-7,66
E1209N4917;-10,95
E1210N4917;-9,08
E1211N4917;-7,27
E1212N4917;-4,90
E1213N4917;-4,90
E1214N4917;-3,02
E1215N4917;-0,96
E1216N4917;-0,27
E1217N4917;-0,27
E1231N4917;-1,04
E1232N4917;-2,42
E1233N4917;-2,42
E1234N4917;-2,42
E1235N4917;-1,04
E1302N4917;-0,29
E1303N4917;-0,66
E1304N4917;-0,66
E1305N4917;-0,66
E1306N4917;-0,29
E1204N4918;-2,20
E1205N4918;-2,20
E1206N4918;-2,20
E1207N4918;-4,08
E1208N4918;-8,46
E1209N4918;-8,87
E1210N4918;-9,48
E1211N4918;-7,67
E1212N4918;-6,31
E1213N4918;-5,59
E1214N4918;-3,02
E1215N4918;-0,69
E1216N4918;-0,67
E1217N4918;-0,67
E1218N4918;-0,67
E1231N4918;-1,04
E1232N4918;-2,42
E1233N4918;-3,45
E1234N4918;-2,42
E1235N4918;-1,04
E1302N4918;-0,29
E1303N4918;-0,66
E1304N4918;-0,95
E1305N4918;-0,66
E1306N4918;-0,29
E1200N4919;-0,67
E1201N4919;-0,67
E1202N4919;-0,67
E1203N4919;-2,20
E1204N4919;-6,61
E1205N4919;-6,61
E1206N4919;-7,41
E1207N4919;-4,06
E1208N4919;-5,55
E1209N4919;-6,08
E1210N4919;-6,43
E1211N4919;-4,93
E1212N4919;-5,31
E1213N4919;-4,90
E1214N4919;-3,02
E1215N4919;-1,36
E1216N4919;-1,58
E1217N4919;-1,58
E1218N4919;-1,58
